Year,Month,Day,P7,P8,P9,P16,P17,P18,P20,P31,P32,P33,P34,P35,P36,P37,P38,P50,P51,P52,P80,sp_avrg,Satkhira,Khulna,Jessore,Chuadanga,Ishurdi,Rajshahi,obs,Bias_corrected,RMSE,MAE,PBIAS,,,,,
1994,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54547,2.54547,2.54547,2.54547,2.54547,2.54547,2.54547,,,,,,,,,
1994,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32689,2.32689,2.32689,2.32689,2.32689,2.32689,2.32689,,,,,,,,,
1994,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,21,0,0,0,0,0,0,0,15.83,0,0,0,0,0,0,0,0,0,0,13.54,1.545789474,0,0,0,0,0,0,0,,,,,,,,,
1994,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56027,4.56027,4.56027,4.56027,4.56027,4.56027,4.56027,,,,,,,,,
1994,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12302,1.12302,1.12302,1.12302,1.12302,1.12302,1.12302,,,,,,,,,
1994,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95812,3.95812,3.95812,3.95812,3.95812,3.95812,3.95812,,,,,,,,,
1994,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699639,0.699639,0.699639,0.699639,0.699639,0.699639,0.699639,,,,,,,,,
1994,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061909,0.061909,0.061909,0.061909,0.061909,0.061909,0.061909,,,,,,,,,
1994,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00877,5.00877,5.00877,5.00877,5.00877,5.00877,5.00877,,,,,,,,,
1994,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3409,17.3409,17.3409,17.3409,17.3409,17.3409,17.3409,,,,,,,,,
1994,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,4,0,0,0,0,0,0,0,11.53,0,0,0,0,0,0,0,0,0,0,13.4,1.312105263,0,0,0,0,0,0,0,,,,,,,,,
1994,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,6,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,6.78,0.369473684,0,0,0,0,0,0,0,,,,,,,,,
1994,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,8,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0.500526316,0,0,0,0,0,0,0,,,,,,,,,
1994,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216227,0.216227,0.216227,0.216227,0.216227,0.216227,0.216227,,,,,,,,,
1994,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,19,0,0,0,0,0,0,0,12.17,0,0,0,0,0,0,0,0,0,0,17.61,1.567368421,0,0,0,0,0,0,0,,,,,,,,,
1994,3,20,23.44,29.59,31.58,21.21,23.03,26.22,32.86,17.77,19.12,20.11,20.52,22.63,26.71,31.55,35.98,19.45,19.51,22.09,19.71,24.37263158,0,0,0,0,0,0,0,,,,,,,,,
1994,3,21,0,0,0,0,0,0,0,8.45,0,0,0,0,0,0,0.44,0,0,1.71,18.61,1.537368421,0,0,0,0,0,0,0,,,,,,,,,
1994,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413497,0.0413497,0.0413497,0.0413497,0.0413497,0.0413497,0.0413497,,,,,,,,,
1994,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18359,1.18359,1.18359,1.18359,1.18359,1.18359,1.18359,,,,,,,,,
1994,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.93,38.93,38.93,38.93,38.93,38.93,38.93,,,,,,,,,
1994,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4072,20.4072,20.4072,20.4072,20.4072,20.4072,20.4072,,,,,,,,,
1994,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16753,0.16753,0.16753,0.16753,0.16753,0.16753,0.16753,,,,,,,,,
1994,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464877,0.00464877,0.00464877,0.00464877,0.00464877,0.00464877,0.00464877,,,,,,,,,
1994,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62802,7.62802,7.62802,7.62802,7.62802,7.62802,7.62802,,,,,,,,,
1994,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4922,55.4922,55.4922,55.4922,55.4922,55.4922,55.4922,,,,,,,,,
1994,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77111,2.77111,2.77111,2.77111,2.77111,2.77111,2.77111,,,,,,,,,
1994,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27,1.014210526,0,0,0,0,0,0,0,,,,,,,,,
1994,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.042105263,25.9172,25.9172,25.9172,25.9172,25.9172,25.9172,25.9172,,,,,,,,,
1994,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4646,35.4646,35.4646,35.4646,35.4646,35.4646,35.4646,,,,,,,,,
1994,4,23,0,0,0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,11.61,1.015263158,0,0,0,0,0,0,0,,,,,,,,,
1994,4,24,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,16.82,1.485263158,0,0,0,0,0,0,0,,,,,,,,,
1994,4,25,0,0,0,0,0,0,0,20.98,17.03,0,0,0,0,0,0,8.42,0,0,27.33,3.882105263,2.4393,2.4393,2.4393,2.4393,2.4393,2.4393,2.4393,,,,,,,,,
1994,4,26,0,0,0,0,0,0,0,6.51,0,0,0,0,0,0,0,0,0,0,11.6,0.953157895,6.99933,6.99933,6.99933,6.99933,6.99933,6.99933,6.99933,,,,,,,,,
1994,4,27,0,0,0,0,0,0,0,10.69,0,0,0,0,0,0,0,0,0,0,10.2,1.099473684,1.51717,1.51717,1.51717,1.51717,1.51717,1.51717,1.51717,,,,,,,,,
1994,4,28,0,19.66,20.85,0,0,0,21.07,11.28,0,0,0,0,7.6,17.61,22.36,0,0,0,9.43,6.834736842,0,0,0,0,0,0,0,,,,,,,,,
1994,4,29,0,0,0,0,0,0,0,15.69,3.12,0,0,0,0,0,0,0,0,0,13.97,1.725263158,0,0,0,0,0,0,0,,,,,,,,,
1994,4,30,0,0,0,0,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0,9.84,1.126842105,0.619527,0.619527,0.619527,0.619527,0.619527,0.619527,0.619527,,,,,,,,,
1994,5,1,0,0,0,0,0,0,0,17.46,11.15,0,0,0,0,0,0,0,0,0,17.27,2.414736842,0,0,0,0,0,0,0,,,,,,,,,
1994,5,2,0,0,0,0,0,0,0,14.84,0,0,0,0,0,0,0,0,0,0,13.87,1.511052632,0,0,0,0,0,0,0,,,,,,,,,
1994,5,3,0,0,0,0,0,0,0,19.67,15.72,0,0,0,0,0,3.56,0,0,0,21.44,3.178421053,0,0,0,0,0,0,0,,,,,,,,,
1994,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9495,16.9495,16.9495,16.9495,16.9495,16.9495,16.9495,,,,,,,,,
1994,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27324,4.27324,4.27324,4.27324,4.27324,4.27324,4.27324,,,,,,,,,
1994,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8797,15.8797,15.8797,15.8797,15.8797,15.8797,15.8797,,,,,,,,,
1994,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.994,10.994,10.994,10.994,10.994,10.994,10.994,,,,,,,,,
1994,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3749,14.3749,14.3749,14.3749,14.3749,14.3749,14.3749,,,,,,,,,
1994,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01061,3.01061,3.01061,3.01061,3.01061,3.01061,3.01061,,,,,,,,,
1994,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106178,0.106178,0.106178,0.106178,0.106178,0.106178,0.106178,,,,,,,,,
1994,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88217,5.88217,5.88217,5.88217,5.88217,5.88217,5.88217,,,,,,,,,
1994,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7437,10.7437,10.7437,10.7437,10.7437,10.7437,10.7437,,,,,,,,,
1994,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1799,18.1799,18.1799,18.1799,18.1799,18.1799,18.1799,,,,,,,,,
1994,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6499,8.6499,8.6499,8.6499,8.6499,8.6499,8.6499,,,,,,,,,
1994,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2534,21.2534,21.2534,21.2534,21.2534,21.2534,21.2534,,,,,,,,,
1994,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03363,3.03363,3.03363,3.03363,3.03363,3.03363,3.03363,,,,,,,,,
1994,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7991,34.7991,34.7991,34.7991,34.7991,34.7991,34.7991,,,,,,,,,
1994,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1128,20.1128,20.1128,20.1128,20.1128,20.1128,20.1128,,,,,,,,,
1994,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5285,21.5285,21.5285,21.5285,21.5285,21.5285,21.5285,,,,,,,,,
1994,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5921,16.5921,16.5921,16.5921,16.5921,16.5921,16.5921,,,,,,,,,
1994,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,5,29,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,15.74,0.848421053,0,0,0,0,0,0,0,,,,,,,,,
1994,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295369,0.295369,0.295369,0.295369,0.295369,0.295369,0.295369,,,,,,,,,
1994,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109556,0.0109556,0.0109556,0.0109556,0.0109556,0.0109556,0.0109556,,,,,,,,,
1994,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55388,4.55388,4.55388,4.55388,4.55388,4.55388,4.55388,,,,,,,,,
1994,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06645,3.06645,3.06645,3.06645,3.06645,3.06645,3.06645,,,,,,,,,
1994,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8217,12.8217,12.8217,12.8217,12.8217,12.8217,12.8217,,,,,,,,,
1994,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0317,13.0317,13.0317,13.0317,13.0317,13.0317,13.0317,,,,,,,,,
1994,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1044,10.1044,10.1044,10.1044,10.1044,10.1044,10.1044,,,,,,,,,
1994,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8377,12.8377,12.8377,12.8377,12.8377,12.8377,12.8377,,,,,,,,,
1994,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.201,11.201,11.201,11.201,11.201,11.201,11.201,,,,,,,,,
1994,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72979,7.72979,7.72979,7.72979,7.72979,7.72979,7.72979,,,,,,,,,
1994,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25041,2.25041,2.25041,2.25041,2.25041,2.25041,2.25041,,,,,,,,,
1994,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67195,1.67195,1.67195,1.67195,1.67195,1.67195,1.67195,,,,,,,,,
1994,6,16,0,0,0,0,0,0,0,19.39,17.95,13.48,0,0,0,0,0,17.8,13.11,8.13,25.81,6.087894737,0.345319,0.345319,0.345319,0.345319,0.345319,0.345319,0.345319,,,,,,,,,
1994,6,17,0,0,0,0,0,0,0,17.68,13.36,0,0,0,0,0,0,1.37,0,0,20.01,2.758947368,6.99857,6.99857,6.99857,6.99857,6.99857,6.99857,6.99857,,,,,,,,,
1994,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137658,0.137658,0.137658,0.137658,0.137658,0.137658,0.137658,,,,,,,,,
1994,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9776,6.9776,6.9776,6.9776,6.9776,6.9776,6.9776,,,,,,,,,
1994,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37643,4.37643,4.37643,4.37643,4.37643,4.37643,4.37643,,,,,,,,,
1994,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0.248421053,0,0,0,0,0,0,0,,,,,,,,,
1994,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0.143157895,0,0,0,0,0,0,0,,,,,,,,,
1994,6,24,0,0,14.39,0,0,0,13.89,19.17,12.25,0,0,0,0,0,17.73,0,0,0,20.83,5.171578947,0,0,0,0,0,0,0,,,,,,,,,
1994,6,25,0,21.89,26.56,0,0,0,23.57,18.73,10.05,0,0,0,0,16.39,25.29,0,0,0,22.28,8.671578947,3.36053,3.36053,3.36053,3.36053,3.36053,3.36053,3.36053,,,,,,,,,
1994,6,26,3.26,20.87,22.81,11.93,13.09,17.77,25.59,21.31,20.72,18.53,15.24,16.61,21.24,25.94,31.17,20.52,17.8,19.24,23.7,19.33368421,12.7983,12.7983,12.7983,12.7983,12.7983,12.7983,12.7983,,,,,,,,,
1994,6,27,0,33.17,38,0,0,15.98,32.36,13.37,0,0,0,0,11.09,21.62,29.63,0,0,0,9.75,10.78789474,0,0,0,0,0,0,0,,,,,,,,,
1994,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5194,38.5194,38.5194,38.5194,38.5194,38.5194,38.5194,,,,,,,,,
1994,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6469,25.6469,25.6469,25.6469,25.6469,25.6469,25.6469,,,,,,,,,
1994,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6487,34.6487,34.6487,34.6487,34.6487,34.6487,34.6487,,,,,,,,,
